[*] Mapping R-DAC patterns in SP-808TS25E.ima...
[*] Block Size: 4096 bytes
LBA        | Offset       | Entropy  | Type
174688     | 0x554c000    | 7.84     | DATA (R-DAC?)
174696     | 0x554d000    | 7.78     | DATA (R-DAC?)
174704     | 0x554e000    | 7.78     | DATA (R-DAC?)
174712     | 0x554f000    | 7.80     | DATA (R-DAC?)
174720     | 0x5550000    | 7.78     | DATA (R-DAC?)
174728     | 0x5551000    | 7.85     | DATA (R-DAC?)
174736     | 0x5552000    | 7.81     | DATA (R-DAC?)
174744     | 0x5553000    | 7.82     | DATA (R-DAC?)
174752     | 0x5554000    | 7.83     | DATA (R-DAC?)
174760     | 0x5555000    | 7.82     | DATA (R-DAC?)
174768     | 0x5556000    | 7.81     | DATA (R-DAC?)
174776     | 0x5557000    | 7.82     | DATA (R-DAC?)
174784     | 0x5558000    | 7.80     | DATA (R-DAC?)
174792     | 0x5559000    | 7.70     | DATA (R-DAC?)
174800     | 0x555a000    | 7.76     | DATA (R-DAC?)
174808     | 0x555b000    | 7.73     | DATA (R-DAC?)
174816     | 0x555c000    | 7.79     | DATA (R-DAC?)
174824     | 0x555d000    | 7.74     | DATA (R-DAC?)
174832     | 0x555e000    | 7.84     | DATA (R-DAC?)
174840     | 0x555f000    | 7.82     | DATA (R-DAC?)
174848     | 0x5560000    | 7.81     | DATA (R-DAC?)
174856     | 0x5561000    | 7.74     | DATA (R-DAC?)
174864     | 0x5562000    | 7.75     | DATA (R-DAC?)
174872     | 0x5563000    | 7.76     | DATA (R-DAC?)
174880     | 0x5564000    | 7.77     | DATA (R-DAC?)
174888     | 0x5565000    | 7.78     | DATA (R-DAC?)
174896     | 0x5566000    | 7.73     | DATA (R-DAC?)
174904     | 0x5567000    | 7.83     | DATA (R-DAC?)
174912     | 0x5568000    | 7.81     | DATA (R-DAC?)
174920     | 0x5569000    | 7.80     | DATA (R-DAC?)
174928     | 0x556a000    | 7.75     | DATA (R-DAC?)
174936     | 0x556b000    | 7.86     | DATA (R-DAC?)
174944     | 0x556c000    | 7.82     | DATA (R-DAC?)
174952     | 0x556d000    | 7.82     | DATA (R-DAC?)
174960     | 0x556e000    | 7.83     | DATA (R-DAC?)
174968     | 0x556f000    | 7.81     | DATA (R-DAC?)
174976     | 0x5570000    | 7.81     | DATA (R-DAC?)
174984     | 0x5571000    | 7.81     | DATA (R-DAC?)
174992     | 0x5572000    | 7.81     | DATA (R-DAC?)
175000     | 0x5573000    | 7.70     | DATA (R-DAC?)
175008     | 0x5574000    | 7.75     | DATA (R-DAC?)
175016     | 0x5575000    | 7.75     | DATA (R-DAC?)
175024     | 0x5576000    | 7.77     | DATA (R-DAC?)
175032     | 0x5577000    | 7.81     | DATA (R-DAC?)
175040     | 0x5578000    | 7.76     | DATA (R-DAC?)
175048     | 0x5579000    | 7.82     | DATA (R-DAC?)
175056     | 0x557a000    | 7.80     | DATA (R-DAC?)
175064     | 0x557b000    | 7.80     | DATA (R-DAC?)
175072     | 0x557c000    | 7.72     | DATA (R-DAC?)
175080     | 0x557d000    | 7.76     | DATA (R-DAC?)
175088     | 0x557e000    | 7.74     | DATA (R-DAC?)
175096     | 0x557f000    | 7.79     | DATA (R-DAC?)
175104     | 0x5580000    | 7.73     | DATA (R-DAC?)
175112     | 0x5581000    | 7.81     | DATA (R-DAC?)
175120     | 0x5582000    | 7.78     | DATA (R-DAC?)
175128     | 0x5583000    | 7.78     | DATA (R-DAC?)
175136     | 0x5584000    | 7.77     | DATA (R-DAC?)
175144     | 0x5585000    | 7.71     | DATA (R-DAC?)
175152     | 0x5586000    | 7.74     | DATA (R-DAC?)
175160     | 0x5587000    | 7.77     | DATA (R-DAC?)
175168     | 0x5588000    | 7.76     | DATA (R-DAC?)
175176     | 0x5589000    | 7.72     | DATA (R-DAC?)
175184     | 0x558a000    | 7.78     | DATA (R-DAC?)
175192     | 0x558b000    | 7.78     | DATA (R-DAC?)
175200     | 0x558c000    | 7.79     | DATA (R-DAC?)
175208     | 0x558d000    | 7.81     | DATA (R-DAC?)
175216     | 0x558e000    | 7.75     | DATA (R-DAC?)
175224     | 0x558f000    | 7.70     | DATA (R-DAC?)
175232     | 0x5590000    | 7.80     | DATA (R-DAC?)
175240     | 0x5591000    | 7.77     | DATA (R-DAC?)
175248     | 0x5592000    | 7.72     | DATA (R-DAC?)
175256     | 0x5593000    | 7.78     | DATA (R-DAC?)
175264     | 0x5594000    | 7.80     | DATA (R-DAC?)
175272     | 0x5595000    | 7.79     | DATA (R-DAC?)
175280     | 0x5596000    | 7.76     | DATA (R-DAC?)
175288     | 0x5597000    | 7.76     | DATA (R-DAC?)
175296     | 0x5598000    | 7.78     | DATA (R-DAC?)
175304     | 0x5599000    | 7.80     | DATA (R-DAC?)
175312     | 0x559a000    | 7.80     | DATA (R-DAC?)
175320     | 0x559b000    | 7.75     | DATA (R-DAC?)
175328     | 0x559c000    | 7.76     | DATA (R-DAC?)
175336     | 0x559d000    | 7.78     | DATA (R-DAC?)
175344     | 0x559e000    | 7.75     | DATA (R-DAC?)
175352     | 0x559f000    | 7.72     | DATA (R-DAC?)
175360     | 0x55a0000    | 7.78     | DATA (R-DAC?)
175368     | 0x55a1000    | 7.79     | DATA (R-DAC?)
175376     | 0x55a2000    | 7.76     | DATA (R-DAC?)
175384     | 0x55a3000    | 7.79     | DATA (R-DAC?)
175392     | 0x55a4000    | 7.74     | DATA (R-DAC?)
175400     | 0x55a5000    | 7.79     | DATA (R-DAC?)
175408     | 0x55a6000    | 7.82     | DATA (R-DAC?)
175416     | 0x55a7000    | 7.82     | DATA (R-DAC?)
175424     | 0x55a8000    | 7.69     | DATA (R-DAC?)
175432     | 0x55a9000    | 7.73     | DATA (R-DAC?)
175440     | 0x55aa000    | 7.72     | DATA (R-DAC?)
175448     | 0x55ab000    | 7.78     | DATA (R-DAC?)
175456     | 0x55ac000    | 7.79     | DATA (R-DAC?)
175464     | 0x55ad000    | 7.81     | DATA (R-DAC?)
175472     | 0x55ae000    | 7.79     | DATA (R-DAC?)
175480     | 0x55af000    | 7.75     | DATA (R-DAC?)
175488     | 0x55b0000    | 7.81     | DATA (R-DAC?)
175496     | 0x55b1000    | 7.79     | DATA (R-DAC?)
175504     | 0x55b2000    | 7.77     | DATA (R-DAC?)
175512     | 0x55b3000    | 7.76     | DATA (R-DAC?)
175520     | 0x55b4000    | 7.77     | DATA (R-DAC?)
175528     | 0x55b5000    | 7.79     | DATA (R-DAC?)
175536     | 0x55b6000    | 7.39     | DATA (R-DAC?)
175568     | 0x55ba000    | 5.18     | Metadata/Table
175576     | 0x55bb000    | 7.57     | DATA (R-DAC?)
175584     | 0x55bc000    | 7.67     | DATA (R-DAC?)
175592     | 0x55bd000    | 7.74     | DATA (R-DAC?)
175600     | 0x55be000    | 7.78     | DATA (R-DAC?)
175608     | 0x55bf000    | 7.79     | DATA (R-DAC?)
175616     | 0x55c0000    | 7.76     | DATA (R-DAC?)
175624     | 0x55c1000    | 7.78     | DATA (R-DAC?)
175632     | 0x55c2000    | 7.77     | DATA (R-DAC?)
175640     | 0x55c3000    | 7.77     | DATA (R-DAC?)
175648     | 0x55c4000    | 7.77     | DATA (R-DAC?)
175656     | 0x55c5000    | 7.78     | DATA (R-DAC?)
175664     | 0x55c6000    | 7.44     | DATA (R-DAC?)
175672     | 0x55c7000    | 7.58     | DATA (R-DAC?)
175680     | 0x55c8000    | 7.66     | DATA (R-DAC?)
175688     | 0x55c9000    | 7.59     | DATA (R-DAC?)
175696     | 0x55ca000    | 7.65     | DATA (R-DAC?)
175704     | 0x55cb000    | 7.75     | DATA (R-DAC?)
175712     | 0x55cc000    | 7.73     | DATA (R-DAC?)
175720     | 0x55cd000    | 7.73     | DATA (R-DAC?)
175728     | 0x55ce000    | 7.62     | DATA (R-DAC?)
175736     | 0x55cf000    | 7.65     | DATA (R-DAC?)
175744     | 0x55d0000    | 7.76     | DATA (R-DAC?)
175752     | 0x55d1000    | 7.76     | DATA (R-DAC?)
175760     | 0x55d2000    | 7.69     | DATA (R-DAC?)
175768     | 0x55d3000    | 7.73     | DATA (R-DAC?)
175776     | 0x55d4000    | 7.67     | DATA (R-DAC?)
175784     | 0x55d5000    | 7.62     | DATA (R-DAC?)
175792     | 0x55d6000    | 7.72     | DATA (R-DAC?)
175800     | 0x55d7000    | 7.76     | DATA (R-DAC?)
175808     | 0x55d8000    | 7.68     | DATA (R-DAC?)
175816     | 0x55d9000    | 7.65     | DATA (R-DAC?)
175824     | 0x55da000    | 7.79     | DATA (R-DAC?)
175832     | 0x55db000    | 7.79     | DATA (R-DAC?)
175840     | 0x55dc000    | 7.76     | DATA (R-DAC?)
175848     | 0x55dd000    | 7.49     | DATA (R-DAC?)
175856     | 0x55de000    | 7.64     | DATA (R-DAC?)
175864     | 0x55df000    | 7.73     | DATA (R-DAC?)
175872     | 0x55e0000    | 7.58     | DATA (R-DAC?)
175880     | 0x55e1000    | 7.69     | DATA (R-DAC?)
175888     | 0x55e2000    | 7.76     | DATA (R-DAC?)
175896     | 0x55e3000    | 7.76     | DATA (R-DAC?)
175904     | 0x55e4000    | 7.71     | DATA (R-DAC?)
175912     | 0x55e5000    | 7.74     | DATA (R-DAC?)
175920     | 0x55e6000    | 7.54     | DATA (R-DAC?)
175928     | 0x55e7000    | 7.58     | DATA (R-DAC?)
175936     | 0x55e8000    | 7.71     | DATA (R-DAC?)
175944     | 0x55e9000    | 7.76     | DATA (R-DAC?)
175952     | 0x55ea000    | 7.76     | DATA (R-DAC?)
175960     | 0x55eb000    | 7.66     | DATA (R-DAC?)
175968     | 0x55ec000    | 7.70     | DATA (R-DAC?)
175976     | 0x55ed000    | 7.67     | DATA (R-DAC?)
175984     | 0x55ee000    | 7.60     | DATA (R-DAC?)
175992     | 0x55ef000    | 7.69     | DATA (R-DAC?)
176000     | 0x55f0000    | 7.77     | DATA (R-DAC?)
176008     | 0x55f1000    | 7.53     | DATA (R-DAC?)
176016     | 0x55f2000    | 7.70     | DATA (R-DAC?)
176024     | 0x55f3000    | 7.71     | DATA (R-DAC?)
176032     | 0x55f4000    | 7.78     | DATA (R-DAC?)
176040     | 0x55f5000    | 7.69     | DATA (R-DAC?)
176048     | 0x55f6000    | 7.75     | DATA (R-DAC?)
176056     | 0x55f7000    | 7.80     | DATA (R-DAC?)
176064     | 0x55f8000    | 7.80     | DATA (R-DAC?)
176072     | 0x55f9000    | 7.81     | DATA (R-DAC?)
176080     | 0x55fa000    | 7.81     | DATA (R-DAC?)
176088     | 0x55fb000    | 7.82     | DATA (R-DAC?)
176096     | 0x55fc000    | 7.81     | DATA (R-DAC?)
176104     | 0x55fd000    | 7.83     | DATA (R-DAC?)
176112     | 0x55fe000    | 7.81     | DATA (R-DAC?)
176120     | 0x55ff000    | 7.82     | DATA (R-DAC?)
176128     | 0x5600000    | 7.84     | DATA (R-DAC?)
176136     | 0x5601000    | 7.83     | DATA (R-DAC?)
176144     | 0x5602000    | 7.80     | DATA (R-DAC?)
176152     | 0x5603000    | 7.85     | DATA (R-DAC?)
176160     | 0x5604000    | 7.84     | DATA (R-DAC?)
176168     | 0x5605000    | 7.83     | DATA (R-DAC?)
176176     | 0x5606000    | 7.83     | DATA (R-DAC?)
176184     | 0x5607000    | 7.83     | DATA (R-DAC?)
176192     | 0x5608000    | 7.86     | DATA (R-DAC?)
176200     | 0x5609000    | 7.83     | DATA (R-DAC?)
176208     | 0x560a000    | 7.81     | DATA (R-DAC?)
176216     | 0x560b000    | 7.82     | DATA (R-DAC?)
176224     | 0x560c000    | 7.85     | DATA (R-DAC?)
176232     | 0x560d000    | 7.84     | DATA (R-DAC?)
176240     | 0x560e000    | 7.84     | DATA (R-DAC?)
176248     | 0x560f000    | 7.83     | DATA (R-DAC?)
176256     | 0x5610000    | 7.82     | DATA (R-DAC?)
176264     | 0x5611000    | 7.81     | DATA (R-DAC?)
176272     | 0x5612000    | 7.73     | DATA (R-DAC?)
176280     | 0x5613000    | 7.74     | DATA (R-DAC?)
176288     | 0x5614000    | 7.73     | DATA (R-DAC?)
176296     | 0x5615000    | 7.70     | DATA (R-DAC?)
176304     | 0x5616000    | 7.77     | DATA (R-DAC?)
176312     | 0x5617000    | 7.75     | DATA (R-DAC?)
176320     | 0x5618000    | 7.76     | DATA (R-DAC?)
176328     | 0x5619000    | 7.74     | DATA (R-DAC?)
176336     | 0x561a000    | 7.79     | DATA (R-DAC?)
176344     | 0x561b000    | 7.78     | DATA (R-DAC?)
176352     | 0x561c000    | 7.77     | DATA (R-DAC?)
176360     | 0x561d000    | 7.80     | DATA (R-DAC?)
176368     | 0x561e000    | 7.81     | DATA (R-DAC?)
176376     | 0x561f000    | 7.81     | DATA (R-DAC?)
176384     | 0x5620000    | 7.82     | DATA (R-DAC?)
176392     | 0x5621000    | 7.81     | DATA (R-DAC?)
176400     | 0x5622000    | 7.79     | DATA (R-DAC?)
176408     | 0x5623000    | 7.83     | DATA (R-DAC?)
176416     | 0x5624000    | 7.81     | DATA (R-DAC?)
176424     | 0x5625000    | 7.81     | DATA (R-DAC?)
176432     | 0x5626000    | 7.79     | DATA (R-DAC?)
176440     | 0x5627000    | 7.81     | DATA (R-DAC?)
176448     | 0x5628000    | 7.86     | DATA (R-DAC?)
176456     | 0x5629000    | 7.84     | DATA (R-DAC?)
176464     | 0x562a000    | 7.84     | DATA (R-DAC?)
176472     | 0x562b000    | 7.85     | DATA (R-DAC?)
176480     | 0x562c000    | 7.87     | DATA (R-DAC?)
176488     | 0x562d000    | 7.84     | DATA (R-DAC?)
176496     | 0x562e000    | 7.77     | DATA (R-DAC?)
176504     | 0x562f000    | 7.82     | DATA (R-DAC?)
176512     | 0x5630000    | 7.74     | DATA (R-DAC?)
176520     | 0x5631000    | 7.76     | DATA (R-DAC?)
176528     | 0x5632000    | 7.73     | DATA (R-DAC?)
176536     | 0x5633000    | 7.76     | DATA (R-DAC?)
176544     | 0x5634000    | 7.76     | DATA (R-DAC?)
176552     | 0x5635000    | 7.77     | DATA (R-DAC?)
176560     | 0x5636000    | 7.76     | DATA (R-DAC?)
176568     | 0x5637000    | 7.78     | DATA (R-DAC?)
176576     | 0x5638000    | 7.79     | DATA (R-DAC?)
176584     | 0x5639000    | 7.79     | DATA (R-DAC?)
176592     | 0x563a000    | 7.79     | DATA (R-DAC?)
176600     | 0x563b000    | 7.78     | DATA (R-DAC?)
176608     | 0x563c000    | 7.80     | DATA (R-DAC?)
176616     | 0x563d000    | 7.78     | DATA (R-DAC?)
176624     | 0x563e000    | 7.75     | DATA (R-DAC?)
176632     | 0x563f000    | 7.77     | DATA (R-DAC?)
176640     | 0x5640000    | 7.77     | DATA (R-DAC?)
176648     | 0x5641000    | 7.74     | DATA (R-DAC?)
176656     | 0x5642000    | 7.71     | DATA (R-DAC?)
176664     | 0x5643000    | 7.71     | DATA (R-DAC?)
176672     | 0x5644000    | 7.77     | DATA (R-DAC?)
176680     | 0x5645000    | 7.77     | DATA (R-DAC?)
176688     | 0x5646000    | 7.78     | DATA (R-DAC?)
176696     | 0x5647000    | 7.79     | DATA (R-DAC?)
176704     | 0x5648000    | 7.81     | DATA (R-DAC?)
176712     | 0x5649000    | 7.80     | DATA (R-DAC?)
176720     | 0x564a000    | 7.80     | DATA (R-DAC?)
176728     | 0x564b000    | 7.82     | DATA (R-DAC?)
176736     | 0x564c000    | 7.82     | DATA (R-DAC?)
176744     | 0x564d000    | 7.77     | DATA (R-DAC?)
176752     | 0x564e000    | 7.81     | DATA (R-DAC?)
176760     | 0x564f000    | 7.78     | DATA (R-DAC?)
176768     | 0x5650000    | 7.80     | DATA (R-DAC?)
176776     | 0x5651000    | 7.77     | DATA (R-DAC?)
176784     | 0x5652000    | 7.78     | DATA (R-DAC?)
176792     | 0x5653000    | 7.81     | DATA (R-DAC?)
176800     | 0x5654000    | 7.83     | DATA (R-DAC?)
176808     | 0x5655000    | 7.84     | DATA (R-DAC?)
176816     | 0x5656000    | 7.84     | DATA (R-DAC?)
176824     | 0x5657000    | 7.84     | DATA (R-DAC?)
176832     | 0x5658000    | 7.85     | DATA (R-DAC?)
176840     | 0x5659000    | 7.84     | DATA (R-DAC?)
176848     | 0x565a000    | 7.86     | DATA (R-DAC?)
176856     | 0x565b000    | 7.85     | DATA (R-DAC?)
176864     | 0x565c000    | 7.85     | DATA (R-DAC?)
176872     | 0x565d000    | 7.85     | DATA (R-DAC?)
176880     | 0x565e000    | 7.85     | DATA (R-DAC?)
176888     | 0x565f000    | 7.83     | DATA (R-DAC?)
176896     | 0x5660000    | 7.77     | DATA (R-DAC?)
176904     | 0x5661000    | 7.80     | DATA (R-DAC?)
176912     | 0x5662000    | 7.79     | DATA (R-DAC?)
176920     | 0x5663000    | 7.79     | DATA (R-DAC?)
176928     | 0x5664000    | 7.78     | DATA (R-DAC?)
176936     | 0x5665000    | 7.78     | DATA (R-DAC?)
176944     | 0x5666000    | 7.78     | DATA (R-DAC?)
176952     | 0x5667000    | 7.77     | DATA (R-DAC?)
176960     | 0x5668000    | 7.79     | DATA (R-DAC?)
176968     | 0x5669000    | 7.80     | DATA (R-DAC?)
176976     | 0x566a000    | 7.84     | DATA (R-DAC?)
176984     | 0x566b000    | 7.84     | DATA (R-DAC?)
176992     | 0x566c000    | 7.85     | DATA (R-DAC?)
177000     | 0x566d000    | 7.85     | DATA (R-DAC?)
177008     | 0x566e000    | 7.83     | DATA (R-DAC?)
177016     | 0x566f000    | 7.78     | DATA (R-DAC?)
177024     | 0x5670000    | 7.61     | DATA (R-DAC?)
177032     | 0x5671000    | 7.41     | DATA (R-DAC?)
177040     | 0x5672000    | 7.07     | Metadata/Table
177048     | 0x5673000    | 6.86     | Metadata/Table
177056     | 0x5674000    | 6.68     | Metadata/Table
177064     | 0x5675000    | 6.50     | Metadata/Table
177072     | 0x5676000    | 6.30     | Metadata/Table
177080     | 0x5677000    | 5.99     | Metadata/Table
177088     | 0x5678000    | 5.84     | Metadata/Table
177096     | 0x5679000    | 5.72     | Metadata/Table
177104     | 0x567a000    | 5.45     | Metadata/Table
177112     | 0x567b000    | 5.42     | Metadata/Table
177120     | 0x567c000    | 5.24     | Metadata/Table
177128     | 0x567d000    | 5.06     | Metadata/Table
177136     | 0x567e000    | 4.95     | Metadata/Table
177144     | 0x567f000    | 4.82     | Metadata/Table
177152     | 0x5680000    | 4.66     | Metadata/Table
177160     | 0x5681000    | 4.55     | Metadata/Table
177168     | 0x5682000    | 4.46     | Metadata/Table
177176     | 0x5683000    | 4.43     | Metadata/Table
177184     | 0x5684000    | 4.33     | Metadata/Table
177192     | 0x5685000    | 4.32     | Metadata/Table
177200     | 0x5686000    | 4.29     | Metadata/Table
177208     | 0x5687000    | 4.14     | Metadata/Table
177216     | 0x5688000    | 4.01     | Metadata/Table
177224     | 0x5689000    | 4.10     | Metadata/Table
177232     | 0x568a000    | 4.02     | Metadata/Table
177240     | 0x568b000    | 4.01     | Metadata/Table
177248     | 0x568c000    | 3.99     | Empty/Padding
177256     | 0x568d000    | 3.98     | Empty/Padding
177264     | 0x568e000    | 3.91     | Empty/Padding
177272     | 0x568f000    | 3.89     | Empty/Padding
177280     | 0x5690000    | 3.80     | Empty/Padding
177288     | 0x5691000    | 3.76     | Empty/Padding
177296     | 0x5692000    | 3.80     | Empty/Padding
177304     | 0x5693000    | 3.64     | Empty/Padding
177312     | 0x5694000    | 3.48     | Empty/Padding
177320     | 0x5695000    | 3.46     | Empty/Padding
177328     | 0x5696000    | 3.36     | Empty/Padding
177336     | 0x5697000    | 3.38     | Empty/Padding
177344     | 0x5698000    | 3.46     | Empty/Padding
177352     | 0x5699000    | 3.25     | Empty/Padding
177360     | 0x569a000    | 3.20     | Empty/Padding
177368     | 0x569b000    | 3.08     | Empty/Padding
177376     | 0x569c000    | 3.00     | Empty/Padding
177384     | 0x569d000    | 3.11     | Empty/Padding
177392     | 0x569e000    | 3.09     | Empty/Padding
177400     | 0x569f000    | 3.06     | Empty/Padding
177408     | 0x56a0000    | 3.14     | Empty/Padding
177416     | 0x56a1000    | 2.09     | Empty/Padding
177424     | 0x56a2000    | 5.24     | Metadata/Table
177432     | 0x56a3000    | 7.73     | DATA (R-DAC?)
177440     | 0x56a4000    | 7.75     | DATA (R-DAC?)
177448     | 0x56a5000    | 7.74     | DATA (R-DAC?)
177456     | 0x56a6000    | 7.77     | DATA (R-DAC?)
177464     | 0x56a7000    | 7.72     | DATA (R-DAC?)
177472     | 0x56a8000    | 7.77     | DATA (R-DAC?)
177480     | 0x56a9000    | 7.77     | DATA (R-DAC?)
177488     | 0x56aa000    | 7.76     | DATA (R-DAC?)
177496     | 0x56ab000    | 7.77     | DATA (R-DAC?)
177504     | 0x56ac000    | 7.76     | DATA (R-DAC?)
177512     | 0x56ad000    | 7.77     | DATA (R-DAC?)
177520     | 0x56ae000    | 7.84     | DATA (R-DAC?)
177528     | 0x56af000    | 7.81     | DATA (R-DAC?)
177536     | 0x56b0000    | 7.81     | DATA (R-DAC?)
177544     | 0x56b1000    | 7.80     | DATA (R-DAC?)
177552     | 0x56b2000    | 7.79     | DATA (R-DAC?)
177560     | 0x56b3000    | 7.80     | DATA (R-DAC?)
177568     | 0x56b4000    | 7.78     | DATA (R-DAC?)
177576     | 0x56b5000    | 7.78     | DATA (R-DAC?)
177584     | 0x56b6000    | 7.81     | DATA (R-DAC?)
177592     | 0x56b7000    | 7.82     | DATA (R-DAC?)
177600     | 0x56b8000    | 7.81     | DATA (R-DAC?)
177608     | 0x56b9000    | 7.79     | DATA (R-DAC?)
177616     | 0x56ba000    | 7.77     | DATA (R-DAC?)
177624     | 0x56bb000    | 7.76     | DATA (R-DAC?)
177632     | 0x56bc000    | 7.79     | DATA (R-DAC?)
177640     | 0x56bd000    | 7.77     | DATA (R-DAC?)
177648     | 0x56be000    | 7.77     | DATA (R-DAC?)
177656     | 0x56bf000    | 7.78     | DATA (R-DAC?)
177664     | 0x56c0000    | 7.73     | DATA (R-DAC?)
177672     | 0x56c1000    | 7.71     | DATA (R-DAC?)
177680     | 0x56c2000    | 7.69     | DATA (R-DAC?)
177688     | 0x56c3000    | 7.69     | DATA (R-DAC?)
177696     | 0x56c4000    | 7.70     | DATA (R-DAC?)
177704     | 0x56c5000    | 7.67     | DATA (R-DAC?)
177712     | 0x56c6000    | 7.65     | DATA (R-DAC?)
177720     | 0x56c7000    | 7.63     | DATA (R-DAC?)
177728     | 0x56c8000    | 7.57     | DATA (R-DAC?)
177736     | 0x56c9000    | 7.61     | DATA (R-DAC?)
177744     | 0x56ca000    | 7.53     | DATA (R-DAC?)
177752     | 0x56cb000    | 7.49     | DATA (R-DAC?)
177760     | 0x56cc000    | 7.49     | DATA (R-DAC?)
177768     | 0x56cd000    | 7.36     | DATA (R-DAC?)
177776     | 0x56ce000    | 7.48     | DATA (R-DAC?)
177784     | 0x56cf000    | 7.29     | DATA (R-DAC?)
177792     | 0x56d0000    | 7.44     | DATA (R-DAC?)
177800     | 0x56d1000    | 7.21     | DATA (R-DAC?)
177808     | 0x56d2000    | 7.28     | DATA (R-DAC?)
177816     | 0x56d3000    | 7.19     | Metadata/Table
177824     | 0x56d4000    | 7.26     | DATA (R-DAC?)
177832     | 0x56d5000    | 7.17     | Metadata/Table
177840     | 0x56d6000    | 7.20     | Metadata/Table
177848     | 0x56d7000    | 6.98     | Metadata/Table
177856     | 0x56d8000    | 7.13     | Metadata/Table
177864     | 0x56d9000    | 6.87     | Metadata/Table
177872     | 0x56da000    | 6.94     | Metadata/Table
177880     | 0x56db000    | 6.78     | Metadata/Table
177888     | 0x56dc000    | 6.74     | Metadata/Table
177896     | 0x56dd000    | 6.75     | Metadata/Table
177904     | 0x56de000    | 6.70     | Metadata/Table
177912     | 0x56df000    | 6.69     | Metadata/Table
177920     | 0x56e0000    | 6.66     | Metadata/Table
177928     | 0x56e1000    | 6.63     | Metadata/Table
177936     | 0x56e2000    | 6.59     | Metadata/Table
177944     | 0x56e3000    | 6.60     | Metadata/Table
177952     | 0x56e4000    | 6.55     | Metadata/Table
177960     | 0x56e5000    | 6.52     | Metadata/Table
177968     | 0x56e6000    | 6.53     | Metadata/Table
177976     | 0x56e7000    | 6.50     | Metadata/Table
177984     | 0x56e8000    | 6.46     | Metadata/Table
177992     | 0x56e9000    | 6.51     | Metadata/Table
178000     | 0x56ea000    | 6.46     | Metadata/Table
178008     | 0x56eb000    | 6.42     | Metadata/Table
178016     | 0x56ec000    | 6.43     | Metadata/Table
178024     | 0x56ed000    | 6.33     | Metadata/Table
178032     | 0x56ee000    | 6.41     | Metadata/Table
178040     | 0x56ef000    | 6.37     | Metadata/Table
178048     | 0x56f0000    | 6.34     | Metadata/Table
178056     | 0x56f1000    | 6.36     | Metadata/Table
178064     | 0x56f2000    | 6.30     | Metadata/Table
178072     | 0x56f3000    | 6.28     | Metadata/Table
178080     | 0x56f4000    | 6.17     | Metadata/Table
178088     | 0x56f5000    | 6.28     | Metadata/Table
178096     | 0x56f6000    | 6.30     | Metadata/Table
178104     | 0x56f7000    | 6.21     | Metadata/Table
178112     | 0x56f8000    | 6.26     | Metadata/Table
178120     | 0x56f9000    | 6.19     | Metadata/Table
178128     | 0x56fa000    | 6.27     | Metadata/Table
178136     | 0x56fb000    | 6.19     | Metadata/Table
178144     | 0x56fc000    | 6.13     | Metadata/Table
178152     | 0x56fd000    | 6.18     | Metadata/Table
178160     | 0x56fe000    | 5.77     | Metadata/Table
178192     | 0x5702000    | 5.05     | Metadata/Table
178200     | 0x5703000    | 6.83     | Metadata/Table
178208     | 0x5704000    | 6.80     | Metadata/Table
178216     | 0x5705000    | 6.80     | Metadata/Table
178224     | 0x5706000    | 6.87     | Metadata/Table
178232     | 0x5707000    | 6.81     | Metadata/Table
178240     | 0x5708000    | 6.82     | Metadata/Table
178248     | 0x5709000    | 6.85     | Metadata/Table
178256     | 0x570a000    | 7.81     | DATA (R-DAC?)
178264     | 0x570b000    | 7.82     | DATA (R-DAC?)
178272     | 0x570c000    | 7.83     | DATA (R-DAC?)
178280     | 0x570d000    | 7.82     | DATA (R-DAC?)
178288     | 0x570e000    | 7.80     | DATA (R-DAC?)
178296     | 0x570f000    | 7.83     | DATA (R-DAC?)
178304     | 0x5710000    | 7.75     | DATA (R-DAC?)
178312     | 0x5711000    | 7.76     | DATA (R-DAC?)
178320     | 0x5712000    | 4.98     | Metadata/Table
178384     | 0x571a000    | 5.23     | Metadata/Table
178392     | 0x571b000    | 7.44     | DATA (R-DAC?)
178400     | 0x571c000    | 7.43     | DATA (R-DAC?)
178408     | 0x571d000    | 7.41     | DATA (R-DAC?)
178416     | 0x571e000    | 7.41     | DATA (R-DAC?)
178424     | 0x571f000    | 7.54     | DATA (R-DAC?)
178432     | 0x5720000    | 7.71     | DATA (R-DAC?)
178440     | 0x5721000    | 7.66     | DATA (R-DAC?)
178448     | 0x5722000    | 7.65     | DATA (R-DAC?)
178456     | 0x5723000    | 7.50     | DATA (R-DAC?)
178464     | 0x5724000    | 7.62     | DATA (R-DAC?)
178472     | 0x5725000    | 7.66     | DATA (R-DAC?)
178480     | 0x5726000    | 7.64     | DATA (R-DAC?)
178488     | 0x5727000    | 7.66     | DATA (R-DAC?)
178496     | 0x5728000    | 7.75     | DATA (R-DAC?)
178504     | 0x5729000    | 7.81     | DATA (R-DAC?)
178512     | 0x572a000    | 7.74     | DATA (R-DAC?)
178520     | 0x572b000    | 7.72     | DATA (R-DAC?)
178528     | 0x572c000    | 7.75     | DATA (R-DAC?)
178536     | 0x572d000    | 7.79     | DATA (R-DAC?)
178544     | 0x572e000    | 7.73     | DATA (R-DAC?)
178552     | 0x572f000    | 7.72     | DATA (R-DAC?)
178560     | 0x5730000    | 7.61     | DATA (R-DAC?)
